-0.264297598	-0.227623774	0.364278611	-0.096052068	0.354945253	0.181116617	0.667917948	0.604011951
5.60E-01	9.32E-02	6.42E-01	6.92E-02	2.17E-01	-6.62E-01	-8.62E-02	-9.30E-02
-9.10E-01	-5.79E-01	-1.52E-01	-8.10E-01	3.65E-01	9.71E-01	-6.96E-01	3.16E-01
8.53E-01	-1.24E+00	-7.12E-01	7.91E-01	2.98E-01	7.64E-01	3.27E-01	-6.40E-01
7.50E-01	3.07E-01	6.77E-01	2.85E-01	-5.77E-01	7.75E-01	-1.10E+00	-1.02E+00
5.98E-02	5.77E-01	4.31E-01	-3.72E-01	-6.52E-01	-6.84E-01	-1.29E-01	-2.68E-01
1.01E-01	1.56E+00	-4.18E-01	1.06E+00	-1.03E-01	6.36E-01	-5.99E-01	1.26E+00
1.47E+00	-4.60E-02	2.70E-01	-9.66E-02	1.32E-01	5.76E-02	7.54E-01	1.99E-01
-3.78E-01	4.55E-01	-2.45E-01	-1.30E-01	1.36E+00	9.74E-02	-1.44E-01	2.25E+00
-3.76E-01	1.24E-01	1.36E-01	5.73E-01	3.61E-01	1.23E-01	-6.81E-01	-3.86E-01
2.86E-01	6.24E-01	-1.09E+00	-8.70E-01	-2.88E-01	-2.07E-02	6.05E-01	4.82E-02
7.14E-01	-4.51E-01	3.21E-01	-6.97E-01	3.20E-01	-7.23E-01	3.38E-01	-1.20E-01
-9.55E-01	3.81E-02	-4.10E-01	1.80E-01	-1.04E+00	6.91E-02	3.89E-02	1.42E-01
3.29E-01	-6.55E-03	8.92E-01	6.97E-02	-2.56E-01	5.94E-01	5.20E-01	3.39E-01
-8.04E-01	-6.93E-01	-1.44E-01	-7.93E-01	2.51E-01	5.93E-01	2.04E-01	-9.54E-02
-3.96E-01	-2.04E-01	1.32E-02	8.33E-01	-5.02E-01	7.44E-01	-9.21E-01	6.14E-02
4.74E-01	1.26E-01	-4.11E-02	-9.11E-01	-4.63E-01	-5.63E-01	1.38E-01	4.30E-01
-1.85E-01	1.61E-01	6.64E-01	-7.80E-01	-8.19E-01	-4.30E-01	1.59E-01	-5.95E-01
-4.33E-01	1.29E+00	-5.72E-01	6.49E-01	-5.53E-01	2.45E-01	-3.04E-01	3.92E-01
7.34E-01	-3.03E-01	2.17E-01	-4.24E-01	-2.46E-01	1.85E-01	4.85E-02	-4.23E-01
-4.51E-01	-2.75E-01	-2.06E-01	-6.04E-01	1.80E-02	6.96E-02	-9.07E-01	3.14E-01
-2.43E-01	8.53E-01	-1.41E+00	-9.59E-01	-3.61E-01	2.28E-01	5.63E-01	8.73E-01
-2.38E-01	2.18E-01	-4.76E-01	-4.78E-01	4.97E-01	-2.21E-01	-3.81E-01	8.60E-01
-1.49E+00	-3.40E-01	1.46E-01	4.87E-02	-1.41E+00	5.74E-01	9.16E-02	2.72E-02
-4.81E-01	2.16E-01	-5.34E-01	3.25E-01	-1.72E-01	-9.85E-02	-4.32E-01	-1.94E-02
-5.68E-01	1.14E-01	-2.72E-01	-8.21E-01	5.56E-01	-2.98E-01	-1.36E-01	1.05E+00
-9.45E-02	3.01E-01	-7.33E-01	7.76E-01	-7.26E-01	4.39E-01	-2.62E-01	-1.11E+00
4.77E-02	1.18E-01	9.68E-02	-2.48E-01	-1.25E+00	-2.23E-01	-8.68E-01	2.86E-02
3.03E-01	-4.08E-01	-6.81E-01	-3.94E-01	2.60E-01	1.07E+00	-1.13E-01	-6.72E-01
-1.47E-01	-8.07E-02	6.07E-01	5.32E-01	4.67E-01	2.97E-01	-4.08E-02	-4.59E-01
-3.51E-02	-1.56E-03	-3.95E-01	-5.67E-01	-7.36E-01	-1.53E+00	3.07E-01	-2.16E-01
7.57E-01	-4.39E-01	-1.75E-01	8.39E-01	4.07E-02	-1.07E-01	8.09E-01	9.14E-01
-8.01E-01	-3.29E-03	3.02E-01	-9.47E-01	-3.26E-01	1.62E+00	1.43E-01	-2.70E-01
-7.39E-01	-3.57E-01	-3.99E-01	7.05E-02	2.73E-01	-4.35E-02	1.57E-01	3.76E-01
3.29E-02	1.46E-04	-3.97E-02	-1.67E-01	-1.34E+00	-9.81E-02	1.73E-01	2.27E-01
1.84E-01	-1.44E+00	-2.69E-01	1.57E+00	-8.40E-01	-4.62E-04	7.72E-01	9.99E-02
2.92E-02	9.60E-02	-9.92E-01	-1.22E+00	-4.82E-01	5.44E-01	1.34E-01	4.56E-01
-9.57E-01	3.51E-01	-8.09E-01	3.64E-01	-4.98E-01	-4.64E-01	3.53E-01	3.31E-01
-3.81E-01	-7.64E-01	-6.51E-01	7.67E-01	-1.42E+00	-3.51E-01	1.11E+00	1.76E-01
1.89E-01	-3.68E-01	3.00E-01	3.07E-01	1.38E+00	-2.18E-02	5.92E-01	5.52E-01
-1.07E+00	-4.99E-01	-7.89E-01	-8.33E-01	2.21E-01	-1.43E+00	9.20E-02	-3.40E-01
-2.22E-02	-2.11E-01	-4.67E-01	1.91E-01	-9.25E-01	2.34E-01	2.59E-01	4.30E-02
-3.24E-01	4.22E-01	1.82E-01	-1.07E+00	1.41E+00	-4.92E-01	-8.25E-02	-3.52E-03
3.74E-01	-6.17E-01	-6.07E-01	-1.12E+00	-7.00E-01	8.12E-01	-3.50E-02	5.47E-01
6.58E-01	-5.38E-01	5.92E-01	-8.37E-01	-9.21E-01	-6.95E-01	1.04E+00	-1.14E+00
6.25E-01	8.84E-01	2.61E-01	-3.67E-01	5.69E-01	1.24E+00	7.96E-01	-1.27E+00
4.56E-01	-7.04E-01	4.62E-01	-6.19E-01	6.23E-01	-5.16E-01	-5.08E-01	-1.08E+00
3.39E-01	6.44E-01	-1.12E-01	3.69E-01	-9.18E-01	-4.04E-01	-1.95E-01	2.21E-01
2.84E-02	-7.82E-01	-9.26E-01	1.88E-01	7.81E-01	1.70E-01	3.57E-01	1.49E+00
1.46E-01	-1.29E+00	1.52E-01	1.55E+00	2.97E-02	5.28E-01	-2.24E-01	-3.57E-01
6.69E-01	7.23E-01	-1.07E-02	-2.31E-01	-2.56E-02	3.37E-01	5.55E-01	1.28E-01
-7.82E-01	4.34E-01	8.49E-01	1.86E-01	7.28E-01	-4.32E-01	-1.05E+00	1.33E+00
3.65E-01	2.27E-01	-4.42E-01	-2.47E-01	4.58E-01	-4.66E-02	1.06E+00	8.00E-01
-6.01E-01	1.16E+00	-1.21E-02	-6.68E-01	2.12E-01	7.62E-01	6.60E-01	-2.13E-01
8.93E-01	1.52E+00	2.41E-01	-6.08E-02	7.11E-01	-4.22E-01	8.36E-02	-4.94E-01
6.48E-01	-9.28E-01	9.33E-01	-5.43E-01	3.31E-01	-1.62E-01	-9.74E-01	1.24E+00
2.63E-01	3.46E-01	-2.22E-01	-3.41E-01	-3.14E-02	9.45E-02	5.21E-02	-9.77E-01
1.64E-01	4.67E-01	5.02E-01	-8.39E-01	1.09E-01	-9.22E-01	5.34E-01	2.21E-01
-4.93E-02	-7.99E-01	2.16E-01	8.73E-02	-4.02E-01	3.64E-01	-8.49E-02	-6.26E-02
-9.87E-01	6.35E-01	-1.98E-01	2.54E-01	-2.70E-01	-7.70E-01	4.72E-01	-8.46E-01
2.28E-02	-1.21E+00	-5.34E-02	4.98E-01	-4.20E-01	1.19E-01	1.85E+00	-4.58E-01
-6.84E-01	-1.15E+00	1.09E-01	2.36E-01	2.50E-01	3.36E-01	9.84E-01	-1.10E+00
-3.50E-01	-3.39E-01	1.65E-01	-6.54E-01	-4.83E-02	8.72E-01	-2.75E-01	1.06E+00
3.02E-01	-2.01E-01	5.67E-01	9.68E-01	-4.00E-02	-3.05E-02	-3.22E-01	-7.21E-01
-3.13E-01	-1.11E-01	-1.32E-01	5.71E-01	4.33E-01	-9.09E-02	6.06E-01	1.45E-01
5.47E-01	6.90E-02	-6.39E-01	4.89E-01	1.44E-01	-4.83E-01	-1.05E-01	-8.09E-01
8.56E-01	2.66E-01	-5.17E-01	9.91E-02	2.02E-01	2.38E-01	-4.04E-01	-9.04E-01
3.02E-01	1.16E-01	9.50E-01	-1.10E+00	-2.96E-01	3.95E-01	5.42E-01	-6.17E-02
-9.14E-02	-3.02E-01	-2.36E-01	1.58E-01	-4.88E-01	2.56E-02	2.93E-01	-3.81E-01
-3.47E-01	-1.58E-01	-6.59E-01	-3.26E-01	-6.16E-01	-5.44E-01	-7.63E-01	4.45E-01
